Dataset Name,Observation Date,Series Key,Series Display Name,Observation Value,Unit,Observation Status,Observation Status Comment,Sequence No.,Series name
Gold and Foreign Exchange Reserves of Pakistan,30-Sept-25,TS_GP_EXT_PAKRES_M.Z00040,. Total Banks Reserves (11=12+13+14-15-16-17),1934.618666,Million USD,Normal,,11,Total Banks Reserves
Gold and Foreign Exchange Reserves of Pakistan,30-Sept-25,TS_GP_EXT_PAKRES_M.Z00017,....... FE-25 deposits (12),7055.663059,Million USD,Normal,,12,FE-25 deposits of banks
Gold and Foreign Exchange Reserves of Pakistan,30-Sept-25,TS_GP_EXT_PAKRES_M.Z00018,....... Trade Nostro (13),-130.4864577,Million USD,Normal,,13,Trade Nostro of banks
Gold and Foreign Exchange Reserves of Pakistan,30-Sept-25,TS_GP_EXT_PAKRES_M.Z00019,....... Placement abroad (other than FE-25) (14),2.105605934,Million USD,Normal,,14,Place abroad(other than FE-25) of banks
Gold and Foreign Exchange Reserves of Pakistan,30-Sept-25,TS_GP_EXT_PAKRES_M.Z00021,....... Trade Finance (15),2326.003839,Million USD,Normal,,15,Trade Finance from FCA
Gold and Foreign Exchange Reserves of Pakistan,30-Sept-25,TS_GP_EXT_PAKRES_M.Z00022,....... FE-25 Placements in Pakistan (16),14.20195381,Million USD,Normal,,16,FE-25 Placements of banks in Pakistan
Gold and Foreign Exchange Reserves of Pakistan,30-Sept-25,TS_GP_EXT_PAKRES_M.Z00023,....... Others (17),2652.457748,Million USD,Normal,,17,FE-25 utilization-Others
Gold and Foreign Exchange Reserves of Pakistan,31-Aug-25,TS_GP_EXT_PAKRES_M.Z00010,. Gold (1),7139.100403,Million USD,Normal,,1,Gold reserves
Gold and Foreign Exchange Reserves of Pakistan,31-Aug-25,TS_GP_EXT_PAKRES_M.Z00030,. Net Reserves with SBP (2=4+5-9),14319.5,Million USD,Normal,,2,Net Reserves with SBP
Gold and Foreign Exchange Reserves of Pakistan,31-Aug-25,TS_GP_EXT_PAKRES_M.Z00020,. Total SBP Reserves (3=4+5+6+7+8-9),14465.85544,Million USD,Normal,,3,Total SBP Reserves
Gold and Foreign Exchange Reserves of Pakistan,31-Aug-25,TS_GP_EXT_PAKRES_M.Z00011,....... SDR holdings (4),29.33600064,Million USD,Normal,,4,Special Drawing rights holdings
Gold and Foreign Exchange Reserves of Pakistan,31-Aug-25,TS_GP_EXT_PAKRES_M.Z00013,....... Nostro balances (5),14290.12008,Million USD,Normal,,5,Nostro balances of SBP
Gold and Foreign Exchange Reserves of Pakistan,31-Aug-25,TS_GP_EXT_PAKRES_M.Z00012,....... Cash Foreign Currency (6),73.388805,Million USD,Normal,,6,Cash Foreign Currency with SBP-BSC
Gold and Foreign Exchange Reserves of Pakistan,31-Aug-25,TS_GP_EXT_PAKRES_M.Z00014,....... ACU Balances Net (7),72.84740137,Million USD,Normal,,7,Net Asian clearing unit balances
Gold and Foreign Exchange Reserves of Pakistan,31-Aug-25,TS_GP_EXT_PAKRES_M.Z00015,....... IMF reserve position (8),0.163152937,Million USD,Normal,,8,IMF reserve position
Gold and Foreign Exchange Reserves of Pakistan,31-Aug-25,TS_GP_EXT_PAKRES_M.Z00050,. Net Reserves With Banks (10=12-15),4757.588034,Million USD,Normal,,10,Net Reserves With Banks
Gold and Foreign Exchange Reserves of Pakistan,31-Aug-25,TS_GP_EXT_PAKRES_M.Z00040,. Total Banks Reserves (11=12+13+14-15-16-17),2307.771164,Million USD,Normal,,11,Total Banks Reserves
Gold and Foreign Exchange Reserves of Pakistan,31-Aug-25,TS_GP_EXT_PAKRES_M.Z00017,....... FE-25 deposits (12),7004.395829,Million USD,Normal,,12,FE-25 deposits of banks
Gold and Foreign Exchange Reserves of Pakistan,31-Aug-25,TS_GP_EXT_PAKRES_M.Z00018,....... Trade Nostro (13),-54.8011043,Million USD,Normal,,13,Trade Nostro of banks
Gold and Foreign Exchange Reserves of Pakistan,31-Aug-25,TS_GP_EXT_PAKRES_M.Z00019,....... Placement abroad (other than FE-25) (14),53.964,Million USD,Normal,,14,Place abroad(other than FE-25) of banks
Gold and Foreign Exchange Reserves of Pakistan,31-Aug-25,TS_GP_EXT_PAKRES_M.Z00021,....... Trade Finance (15),2246.807795,Million USD,Normal,,15,Trade Finance from FCA
Gold and Foreign Exchange Reserves of Pakistan,31-Aug-25,TS_GP_EXT_PAKRES_M.Z00022,....... FE-25 Placements in Pakistan (16),16.2308416,Million USD,Normal,,16,FE-25 Placements of banks in Pakistan
Gold and Foreign Exchange Reserves of Pakistan,31-Aug-25,TS_GP_EXT_PAKRES_M.Z00023,....... Others (17),2432.748924,Million USD,Normal,,17,FE-25 utilization-Others
Gold and Foreign Exchange Reserves of Pakistan,31-Jul-25,TS_GP_EXT_PAKRES_M.Z00010,. Gold (1),6867.830618,Million USD,Normal,,1,Gold reserves
Gold and Foreign Exchange Reserves of Pakistan,31-Jul-25,TS_GP_EXT_PAKRES_M.Z00030,. Net Reserves with SBP (2=4+5-9),14324.1,Million USD,Normal,,2,Net Reserves with SBP
Gold and Foreign Exchange Reserves of Pakistan,31-Jul-25,TS_GP_EXT_PAKRES_M.Z00020,. Total SBP Reserves (3=4+5+6+7+8-9),14428.77019,Million USD,Normal,,3,Total SBP Reserves
Gold and Foreign Exchange Reserves of Pakistan,31-Jul-25,TS_GP_EXT_PAKRES_M.Z00011,....... SDR holdings (4),146.4009263,Million USD,Normal,,4,Special Drawing rights holdings
Gold and Foreign Exchange Reserves of Pakistan,31-Jul-25,TS_GP_EXT_PAKRES_M.Z00013,....... Nostro balances (5),14177.69224,Million USD,Normal,,5,Nostro balances of SBP
Gold and Foreign Exchange Reserves of Pakistan,31-Jul-25,TS_GP_EXT_PAKRES_M.Z00012,....... Cash Foreign Currency (6),70.388805,Million USD,Normal,,6,Cash Foreign Currency with SBP-BSC
Gold and Foreign Exchange Reserves of Pakistan,31-Jul-25,TS_GP_EXT_PAKRES_M.Z00014,....... ACU Balances Net (7),34.12604007,Million USD,Normal,,7,Net Asian clearing unit balances
Gold and Foreign Exchange Reserves of Pakistan,31-Jul-25,TS_GP_EXT_PAKRES_M.Z00015,....... IMF reserve position (8),0.162184431,Million USD,Normal,,8,IMF reserve position
Gold and Foreign Exchange Reserves of Pakistan,31-Jul-25,TS_GP_EXT_PAKRES_M.Z00050,. Net Reserves With Banks (10=12-15),4651.972338,Million USD,Normal,,10,Net Reserves With Banks
Gold and Foreign Exchange Reserves of Pakistan,31-Jul-25,TS_GP_EXT_PAKRES_M.Z00040,. Total Banks Reserves (11=12+13+14-15-16-17),2382.584919,Million USD,Normal,,11,Total Banks Reserves
Gold and Foreign Exchange Reserves of Pakistan,31-Jul-25,TS_GP_EXT_PAKRES_M.Z00017,....... FE-25 deposits (12),6921.381498,Million USD,Normal,,12,FE-25 deposits of banks
Gold and Foreign Exchange Reserves of Pakistan,31-Jul-25,TS_GP_EXT_PAKRES_M.Z00018,....... Trade Nostro (13),-12.78394941,Million USD,Normal,,13,Trade Nostro of banks
Gold and Foreign Exchange Reserves of Pakistan,31-Jul-25,TS_GP_EXT_PAKRES_M.Z00019,....... Placement abroad (other than FE-25) (14),52.78525493,Million USD,Normal,,14,Place abroad(other than FE-25) of banks
Gold and Foreign Exchange Reserves of Pakistan,31-Jul-25,TS_GP_EXT_PAKRES_M.Z00021,....... Trade Finance (15),2269.40916,Million USD,Normal,,15,Trade Finance from FCA
Gold and Foreign Exchange Reserves of Pakistan,31-Jul-25,TS_GP_EXT_PAKRES_M.Z00022,....... FE-25 Placements in Pakistan (16),17.17495262,Million USD,Normal,,16,FE-25 Placements of banks in Pakistan
Gold and Foreign Exchange Reserves of Pakistan,31-Jul-25,TS_GP_EXT_PAKRES_M.Z00023,....... Others (17),2292.213772,Million USD,Normal,,17,FE-25 utilization-Others
Gold and Foreign Exchange Reserves of Pakistan,30-Jun-25,TS_GP_EXT_PAKRES_M.Z00010,. Gold (1),6844.097115,Million USD,Normal,,1,Gold reserves
Gold and Foreign Exchange Reserves of Pakistan,30-Jun-25,TS_GP_EXT_PAKRES_M.Z00030,. Net Reserves with SBP (2=4+5-9),14505.8,Million USD,Normal,,2,Net Reserves with SBP
Gold and Foreign Exchange Reserves of Pakistan,30-Jun-25,TS_GP_EXT_PAKRES_M.Z00020,. Total SBP Reserves (3=4+5+6+7+8-9),14639.12903,Million USD,Normal,,3,Total SBP Reserves
Gold and Foreign Exchange Reserves of Pakistan,30-Jun-25,TS_GP_EXT_PAKRES_M.Z00011,....... SDR holdings (4),25.97424585,Million USD,Normal,,4,Special Drawing rights holdings
Gold and Foreign Exchange Reserves of Pakistan,30-Jun-25,TS_GP_EXT_PAKRES_M.Z00013,....... Nostro balances (5),14479.8107,Million USD,Normal,,5,Nostro balances of SBP
Gold and Foreign Exchange Reserves of Pakistan,30-Jun-25,TS_GP_EXT_PAKRES_M.Z00012,....... Cash Foreign Currency (6),73.388805,Million USD,Normal,,6,Cash Foreign Currency with SBP-BSC
Gold and Foreign Exchange Reserves of Pakistan,30-Jun-25,TS_GP_EXT_PAKRES_M.Z00014,....... ACU Balances Net (7),59.79174367,Million USD,Normal,,7,Net Asian clearing unit balances
Gold and Foreign Exchange Reserves of Pakistan,30-Jun-25,TS_GP_EXT_PAKRES_M.Z00015,....... IMF reserve position (8),0.163539739,Million USD,Normal,,8,IMF reserve position
Gold and Foreign Exchange Reserves of Pakistan,30-Jun-25,TS_GP_EXT_PAKRES_M.Z00050,. Net Reserves With Banks (10=12-15),4763.367894,Million USD,Normal,,10,Net Reserves With Banks
Gold and Foreign Exchange Reserves of Pakistan,30-Jun-25,TS_GP_EXT_PAKRES_M.Z00040,. Total Banks Reserves (11=12+13+14-15-16-17),2515.914572,Million USD,Normal,,11,Total Banks Reserves
Gold and Foreign Exchange Reserves of Pakistan,30-Jun-25,TS_GP_EXT_PAKRES_M.Z00017,....... FE-25 deposits (12),6987.819266,Million USD,Normal,,12,FE-25 deposits of banks
Gold and Foreign Exchange Reserves of Pakistan,30-Jun-25,TS_GP_EXT_PAKRES_M.Z00018,....... Trade Nostro (13),64.70320997,Million USD,Normal,,13,Trade Nostro of banks
Gold and Foreign Exchange Reserves of Pakistan,30-Jun-25,TS_GP_EXT_PAKRES_M.Z00019,....... Placement abroad (other than FE-25) (14),0.334837339,Million USD,Normal,,14,Place abroad(other than FE-25) of banks
Gold and Foreign Exchange Reserves of Pakistan,30-Jun-25,TS_GP_EXT_PAKRES_M.Z00021,....... Trade Finance (15),2224.451372,Million USD,Normal,,15,Trade Finance from FCA
Gold and Foreign Exchange Reserves of Pakistan,30-Jun-25,TS_GP_EXT_PAKRES_M.Z00022,....... FE-25 Placements in Pakistan (16),13.33614411,Million USD,Normal,,16,FE-25 Placements of banks in Pakistan
Gold and Foreign Exchange Reserves of Pakistan,30-Jun-25,TS_GP_EXT_PAKRES_M.Z00023,....... Others (17),2299.155225,Million USD,Normal,,17,FE-25 utilization-Others
Gold and Foreign Exchange Reserves of Pakistan,31-May-25,TS_GP_EXT_PAKRES_M.Z00010,. Gold (1),6823.48644,Million USD,Normal,,1,Gold reserves
Gold and Foreign Exchange Reserves of Pakistan,31-May-25,TS_GP_EXT_PAKRES_M.Z00030,. Net Reserves with SBP (2=4+5-9),11516.9,Million USD,Normal,,2,Net Reserves with SBP
Gold and Foreign Exchange Reserves of Pakistan,31-May-25,TS_GP_EXT_PAKRES_M.Z00020,. Total SBP Reserves (3=4+5+6+7+8-9),11615.37935,Million USD,Normal,,3,Total SBP Reserves
Gold and Foreign Exchange Reserves of Pakistan,31-May-25,TS_GP_EXT_PAKRES_M.Z00011,....... SDR holdings (4),25.63100126,Million USD,Normal,,4,Special Drawing rights holdings
Gold and Foreign Exchange Reserves of Pakistan,31-May-25,TS_GP_EXT_PAKRES_M.Z00013,....... Nostro balances (5),11491.25001,Million USD,Normal,,5,Nostro balances of SBP
Gold and Foreign Exchange Reserves of Pakistan,31-May-25,TS_GP_EXT_PAKRES_M.Z00012,....... Cash Foreign Currency (6),71.388805,Million USD,Normal,,6,Cash Foreign Currency with SBP-BSC
Gold and Foreign Exchange Reserves of Pakistan,31-May-25,TS_GP_EXT_PAKRES_M.Z00014,....... ACU Balances Net (7),26.94814844,Million USD,Normal,,7,Net Asian clearing unit balances
Gold and Foreign Exchange Reserves of Pakistan,31-May-25,TS_GP_EXT_PAKRES_M.Z00015,....... IMF reserve position (8),0.161378593,Million USD,Normal,,8,IMF reserve position
Gold and Foreign Exchange Reserves of Pakistan,31-May-25,TS_GP_EXT_PAKRES_M.Z00050,. Net Reserves With Banks (10=12-15),4559.637535,Million USD,Normal,,10,Net Reserves With Banks
Gold and Foreign Exchange Reserves of Pakistan,31-May-25,TS_GP_EXT_PAKRES_M.Z00040,. Total Banks Reserves (11=12+13+14-15-16-17),2376.091309,Million USD,Normal,,11,Total Banks Reserves
Gold and Foreign Exchange Reserves of Pakistan,31-May-25,TS_GP_EXT_PAKRES_M.Z00017,....... FE-25 deposits (12),6935.591878,Million USD,Normal,,12,FE-25 deposits of banks
Gold and Foreign Exchange Reserves of Pakistan,31-May-25,TS_GP_EXT_PAKRES_M.Z00018,....... Trade Nostro (13),54.97611871,Million USD,Normal,,13,Trade Nostro of banks
Gold and Foreign Exchange Reserves of Pakistan,31-May-25,TS_GP_EXT_PAKRES_M.Z00019,....... Placement abroad (other than FE-25) (14),1.127426367,Million USD,Normal,,14,Place abroad(other than FE-25) of banks
Gold and Foreign Exchange Reserves of Pakistan,31-May-25,TS_GP_EXT_PAKRES_M.Z00021,....... Trade Finance (15),2375.954343,Million USD,Normal,,15,Trade Finance from FCA
Gold and Foreign Exchange Reserves of Pakistan,31-May-25,TS_GP_EXT_PAKRES_M.Z00022,....... FE-25 Placements in Pakistan (16),14.72808569,Million USD,Normal,,16,FE-25 Placements of banks in Pakistan
Gold and Foreign Exchange Reserves of Pakistan,31-May-25,TS_GP_EXT_PAKRES_M.Z00023,....... Others (17),2224.921686,Million USD,Normal,,17,FE-25 utilization-Others
Gold and Foreign Exchange Reserves of Pakistan,30-Apr-25,TS_GP_EXT_PAKRES_M.Z00010,. Gold (1),6874.492655,Million USD,Normal,,1,Gold reserves
Gold and Foreign Exchange Reserves of Pakistan,30-Apr-25,TS_GP_EXT_PAKRES_M.Z00030,. Net Reserves with SBP (2=4+5-9),10275,Million USD,Normal,,2,Net Reserves with SBP
Gold and Foreign Exchange Reserves of Pakistan,30-Apr-25,TS_GP_EXT_PAKRES_M.Z00020,. Total SBP Reserves (3=4+5+6+7+8-9),10387.60447,Million USD,Normal,,3,Total SBP Reserves
Gold and Foreign Exchange Reserves of Pakistan,30-Apr-25,TS_GP_EXT_PAKRES_M.Z00011,....... SDR holdings (4),137.6450703,Million USD,Normal,,4,Special Drawing rights holdings
Gold and Foreign Exchange Reserves of Pakistan,30-Apr-25,TS_GP_EXT_PAKRES_M.Z00013,....... Nostro balances (5),10137.36058,Million USD,Normal,,5,Nostro balances of SBP
Gold and Foreign Exchange Reserves of Pakistan,30-Apr-25,TS_GP_EXT_PAKRES_M.Z00012,....... Cash Foreign Currency (6),71.388805,Million USD,Normal,,6,Cash Foreign Currency with SBP-BSC
Gold and Foreign Exchange Reserves of Pakistan,30-Apr-25,TS_GP_EXT_PAKRES_M.Z00014,....... ACU Balances Net (7),41.04836389,Million USD,Normal,,7,Net Asian clearing unit balances
Gold and Foreign Exchange Reserves of Pakistan,30-Apr-25,TS_GP_EXT_PAKRES_M.Z00015,....... IMF reserve position (8),0.161659723,Million USD,Normal,,8,IMF reserve position
Gold and Foreign Exchange Reserves of Pakistan,30-Apr-25,TS_GP_EXT_PAKRES_M.Z00050,. Net Reserves With Banks (10=12-15),4484.424948,Million USD,Normal,,10,Net Reserves With Banks
Gold and Foreign Exchange Reserves of Pakistan,30-Apr-25,TS_GP_EXT_PAKRES_M.Z00040,. Total Banks Reserves (11=12+13+14-15-16-17),2304.93356,Million USD,Normal,,11,Total Banks Reserves
Gold and Foreign Exchange Reserves of Pakistan,30-Apr-25,TS_GP_EXT_PAKRES_M.Z00017,....... FE-25 deposits (12),6914.88979,Million USD,Normal,,12,FE-25 deposits of banks
Gold and Foreign Exchange Reserves of Pakistan,30-Apr-25,TS_GP_EXT_PAKRES_M.Z00018,....... Trade Nostro (13),125.964755,Million USD,Normal,,13,Trade Nostro of banks
Gold and Foreign Exchange Reserves of Pakistan,30-Apr-25,TS_GP_EXT_PAKRES_M.Z00019,....... Placement abroad (other than FE-25) (14),14.61395954,Million USD,Normal,,14,Place abroad(other than FE-25) of banks
Gold and Foreign Exchange Reserves of Pakistan,30-Apr-25,TS_GP_EXT_PAKRES_M.Z00021,....... Trade Finance (15),2430.464842,Million USD,Normal,,15,Trade Finance from FCA
Gold and Foreign Exchange Reserves of Pakistan,30-Apr-25,TS_GP_EXT_PAKRES_M.Z00022,....... FE-25 Placements in Pakistan (16),14.38801,Million USD,Normal,,16,FE-25 Placements of banks in Pakistan
Gold and Foreign Exchange Reserves of Pakistan,30-Apr-25,TS_GP_EXT_PAKRES_M.Z00023,....... Others (17),2305.682093,Million USD,Normal,,17,FE-25 utilization-Others
Gold and Foreign Exchange Reserves of Pakistan,31-Mar-25,TS_GP_EXT_PAKRES_M.Z00010,. Gold (1),6484.78475,Million USD,Normal,,1,Gold reserves
Gold and Foreign Exchange Reserves of Pakistan,31-Mar-25,TS_GP_EXT_PAKRES_M.Z00030,. Net Reserves with SBP (2=4+5-9),10638.9,Million USD,Normal,,2,Net Reserves with SBP
Gold and Foreign Exchange Reserves of Pakistan,31-Mar-25,TS_GP_EXT_PAKRES_M.Z00020,. Total SBP Reserves (3=4+5+6+7+8-9),10733.52932,Million USD,Normal,,3,Total SBP Reserves
Gold and Foreign Exchange Reserves of Pakistan,31-Mar-25,TS_GP_EXT_PAKRES_M.Z00011,....... SDR holdings (4),55.19463206,Million USD,Normal,,4,Special Drawing rights holdings
Gold and Foreign Exchange Reserves of Pakistan,31-Mar-25,TS_GP_EXT_PAKRES_M.Z00013,....... Nostro balances (5),10583.73889,Million USD,Normal,,5,Nostro balances of SBP
Gold and Foreign Exchange Reserves of Pakistan,31-Mar-25,TS_GP_EXT_PAKRES_M.Z00012,....... Cash Foreign Currency (6),73.388805,Million USD,Normal,,6,Cash Foreign Currency with SBP-BSC
Gold and Foreign Exchange Reserves of Pakistan,31-Mar-25,TS_GP_EXT_PAKRES_M.Z00014,....... ACU Balances Net (7),21.04873909,Million USD,Normal,,7,Net Asian clearing unit balances
Gold and Foreign Exchange Reserves of Pakistan,31-Mar-25,TS_GP_EXT_PAKRES_M.Z00015,....... IMF reserve position (8),0.158260128,Million USD,Normal,,8,IMF reserve position
Gold and Foreign Exchange Reserves of Pakistan,31-Mar-25,TS_GP_EXT_PAKRES_M.Z00050,. Net Reserves With Banks (10=12-15),4375.089903,Million USD,Normal,,10,Net Reserves With Banks
Gold and Foreign Exchange Reserves of Pakistan,31-Mar-25,TS_GP_EXT_PAKRES_M.Z00040,. Total Banks Reserves (11=12+13+14-15-16-17),2541.63442,Million USD,Normal,,11,Total Banks Reserves
Gold and Foreign Exchange Reserves of Pakistan,31-Mar-25,TS_GP_EXT_PAKRES_M.Z00017,....... FE-25 deposits (12),6805.127084,Million USD,Normal,,12,FE-25 deposits of banks
Gold and Foreign Exchange Reserves of Pakistan,31-Mar-25,TS_GP_EXT_PAKRES_M.Z00018,....... Trade Nostro (13),304.550202,Million USD,Normal,,13,Trade Nostro of banks
Gold and Foreign Exchange Reserves of Pakistan,31-Mar-25,TS_GP_EXT_PAKRES_M.Z00019,....... Placement abroad (other than FE-25) (14),28.63257418,Million USD,Normal,,14,Place abroad(other than FE-25) of banks
Gold and Foreign Exchange Reserves of Pakistan,31-Mar-25,TS_GP_EXT_PAKRES_M.Z00021,....... Trade Finance (15),2430.037182,Million USD,Normal,,15,Trade Finance from FCA
Gold and Foreign Exchange Reserves of Pakistan,31-Mar-25,TS_GP_EXT_PAKRES_M.Z00022,....... FE-25 Placements in Pakistan (16),34.62582208,Million USD,Normal,,16,FE-25 Placements of banks in Pakistan
Gold and Foreign Exchange Reserves of Pakistan,31-Mar-25,TS_GP_EXT_PAKRES_M.Z00023,....... Others (17),2132.012437,Million USD,Normal,,17,FE-25 utilization-Others
Gold and Foreign Exchange Reserves of Pakistan,28-Feb-25,TS_GP_EXT_PAKRES_M.Z00010,. Gold (1),5900.756512,Million USD,Normal,,1,Gold reserves
Gold and Foreign Exchange Reserves of Pakistan,28-Feb-25,TS_GP_EXT_PAKRES_M.Z00030,. Net Reserves with SBP (2=4+5-9),11249.5,Million USD,Normal,,2,Net Reserves with SBP
Gold and Foreign Exchange Reserves of Pakistan,28-Feb-25,TS_GP_EXT_PAKRES_M.Z00020,. Total SBP Reserves (3=4+5+6+7+8-9),11364.75936,Million USD,Normal,,3,Total SBP Reserves
Gold and Foreign Exchange Reserves of Pakistan,28-Feb-25,TS_GP_EXT_PAKRES_M.Z00011,....... SDR holdings (4),54.65980535,Million USD,Normal,,4,Special Drawing rights holdings
Gold and Foreign Exchange Reserves of Pakistan,28-Feb-25,TS_GP_EXT_PAKRES_M.Z00013,....... Nostro balances (5),11194.8031,Million USD,Normal,,5,Nostro balances of SBP
Gold and Foreign Exchange Reserves of Pakistan,28-Feb-25,TS_GP_EXT_PAKRES_M.Z00012,....... Cash Foreign Currency (6),73.388805,Million USD,Normal,,6,Cash Foreign Currency with SBP-BSC
Gold and Foreign Exchange Reserves of Pakistan,28-Feb-25,TS_GP_EXT_PAKRES_M.Z00014,....... ACU Balances Net (7),41.75120225,Million USD,Normal,,7,Net Asian clearing unit balances
Gold and Foreign Exchange Reserves of Pakistan,28-Feb-25,TS_GP_EXT_PAKRES_M.Z00015,....... IMF reserve position (8),0.156444319,Million USD,Normal,,8,IMF reserve position
Gold and Foreign Exchange Reserves of Pakistan,28-Feb-25,TS_GP_EXT_PAKRES_M.Z00050,. Net Reserves With Banks (10=12-15),4147.762254,Million USD,Normal,,10,Net Reserves With Banks
Gold and Foreign Exchange Reserves of Pakistan,28-Feb-25,TS_GP_EXT_PAKRES_M.Z00040,. Total Banks Reserves (11=12+13+14-15-16-17),2043.056922,Million USD,Normal,,11,Total Banks Reserves
Gold and Foreign Exchange Reserves of Pakistan,28-Feb-25,TS_GP_EXT_PAKRES_M.Z00017,....... FE-25 deposits (12),6637.158434,Million USD,Normal,,12,FE-25 deposits of banks
Gold and Foreign Exchange Reserves of Pakistan,28-Feb-25,TS_GP_EXT_PAKRES_M.Z00018,....... Trade Nostro (13),-35.71833463,Million USD,Normal,,13,Trade Nostro of banks
Gold and Foreign Exchange Reserves of Pakistan,28-Feb-25,TS_GP_EXT_PAKRES_M.Z00019,....... Placement abroad (other than FE-25) (14),16.13220985,Million USD,Normal,,14,Place abroad(other than FE-25) of banks
Gold and Foreign Exchange Reserves of Pakistan,28-Feb-25,TS_GP_EXT_PAKRES_M.Z00021,....... Trade Finance (15),2489.396179,Million USD,Normal,,15,Trade Finance from FCA
Gold and Foreign Exchange Reserves of Pakistan,28-Feb-25,TS_GP_EXT_PAKRES_M.Z00022,....... FE-25 Placements in Pakistan (16),41.39908444,Million USD,Normal,,16,FE-25 Placements of banks in Pakistan
Gold and Foreign Exchange Reserves of Pakistan,28-Feb-25,TS_GP_EXT_PAKRES_M.Z00023,....... Others (17),2043.720123,Million USD,Normal,,17,FE-25 utilization-Others
Gold and Foreign Exchange Reserves of Pakistan,31-Jan-25,TS_GP_EXT_PAKRES_M.Z00010,. Gold (1),5853.917677,Million USD,Normal,,1,Gold reserves
